Name,Email,Country,Hours_Studied,Marks,Attendance_%,Assignments_Score,Final_Grade
Student_1868,student1868@example.com,Australia,1.22,63.63,71.32,40.61,C
Student_1869,student1869@example.com,Germany,1.8,89.72,54.53,63.81,A
Student_1870,student1870@example.com,UK,9.77,81.11,83.21,99.5,D
Student_1871,student1871@example.com,India,9.15,76.87,50.05,92.52,A
Student_1872,student1872@example.com,Germany,5.47,75.27,57.9,70.47,A
Student_1873,student1873@example.com,Japan,2.96,44.89,63.09,64.79,A
Student_1874,student1874@example.com,Germany,1.93,38.39,97.49,65.66,B
Student_1875,student1875@example.com,USA,6.36,74.31,92.85,96.88,B
Student_1876,student1876@example.com,India,6.97,64.57,77.21,95.54,C
Student_1877,student1877@example.com,Japan,2.66,89.31,51.83,84.0,D
Student_1878,student1878@example.com,India,7.8,46.25,88.04,96.23,A
Student_1879,student1879@example.com,Australia,3.5,35.61,80.79,93.17,A
Student_1880,student1880@example.com,UK,4.25,68.27,86.43,86.27,C
Student_1881,student1881@example.com,Canada,7.58,53.7,70.75,51.9,D
Student_1882,student1882@example.com,Germany,5.54,51.01,66.19,56.79,A
Student_1883,student1883@example.com,UK,7.09,40.83,72.78,78.78,D
Student_1884,student1884@example.com,Germany,2.75,60.49,54.93,59.17,C
Student_1885,student1885@example.com,USA,1.03,33.73,93.87,51.42,A
Student_1886,student1886@example.com,USA,4.44,51.65,67.95,78.58,C
Student_1887,student1887@example.com,India,7.15,36.91,57.51,58.57,C
Student_1888,student1888@example.com,Brazil,9.16,49.61,84.73,93.11,B
Student_1889,student1889@example.com,USA,3.03,91.53,66.54,42.85,A
Student_1890,student1890@example.com,Germany,1.49,69.31,82.68,78.85,B
Student_1891,student1891@example.com,Brazil,5.67,57.19,61.39,73.52,A
Student_1892,student1892@example.com,UK,1.91,82.0,60.12,55.61,A
Student_1893,student1893@example.com,Brazil,8.19,48.76,89.3,86.55,A
Student_1894,student1894@example.com,Brazil,8.87,86.54,61.51,67.52,B
Student_1895,student1895@example.com,Japan,3.97,61.8,89.96,92.25,A
Student_1896,student1896@example.com,Brazil,7.85,38.78,50.96,50.78,A
Student_1897,student1897@example.com,Japan,7.44,90.36,76.67,43.74,A
Student_1898,student1898@example.com,India,7.33,42.81,53.57,98.37,C
Student_1899,student1899@example.com,Canada,2.67,88.54,51.69,50.81,C
Student_1900,student1900@example.com,UK,2.01,34.2,76.28,75.45,B
Student_1901,student1901@example.com,UK,7.84,31.09,61.76,75.17,B
Student_1902,student1902@example.com,USA,8.3,77.25,96.22,90.57,B
Student_1903,student1903@example.com,Canada,6.29,72.58,94.33,98.85,D
Student_1904,student1904@example.com,Canada,1.81,80.03,54.17,57.34,D
Student_1905,student1905@example.com,Australia,2.28,92.38,57.4,41.85,A
Student_1906,student1906@example.com,Brazil,2.61,88.41,77.84,93.48,B
Student_1907,student1907@example.com,Brazil,2.47,61.57,67.84,86.38,A
Student_1908,student1908@example.com,Canada,7.83,83.47,81.4,91.18,C
Student_1909,student1909@example.com,Brazil,1.19,65.26,67.69,44.01,B
Student_1910,student1910@example.com,Brazil,3.99,69.35,97.36,78.73,D
Student_1911,student1911@example.com,UK,5.28,72.7,81.72,46.7,A
Student_1912,student1912@example.com,Germany,2.04,34.01,60.53,58.16,D
Student_1913,student1913@example.com,Japan,4.02,90.37,97.63,70.16,A
Student_1914,student1914@example.com,Australia,6.19,94.46,74.53,45.97,D
Student_1915,student1915@example.com,India,3.06,84.16,98.76,87.89,B
Student_1916,student1916@example.com,Japan,2.03,72.57,83.4,40.18,D
Student_1917,student1917@example.com,UK,5.55,72.19,67.14,96.67,D
Student_1918,student1918@example.com,USA,7.71,72.14,95.98,88.28,D
Student_1919,student1919@example.com,USA,3.94,57.93,80.11,84.36,D
Student_1920,student1920@example.com,India,7.41,81.97,60.87,76.9,B
Student_1921,student1921@example.com,USA,1.25,36.01,79.0,62.84,A
Student_1922,student1922@example.com,Germany,8.16,77.58,57.51,48.42,A
Student_1923,student1923@example.com,Canada,4.45,86.47,94.26,48.9,B
Student_1924,student1924@example.com,UK,9.17,35.63,62.86,43.21,B
Student_1925,student1925@example.com,Canada,2.32,33.23,84.58,96.61,C
Student_1926,student1926@example.com,Canada,2.58,96.03,81.33,81.23,D
Student_1927,student1927@example.com,Germany,6.17,96.0,51.31,56.36,D
Student_1928,student1928@example.com,India,8.38,58.46,69.0,88.83,A
Student_1929,student1929@example.com,Japan,4.72,87.56,92.06,87.25,A
Student_1930,student1930@example.com,Canada,2.12,75.27,82.42,98.73,C
Student_1931,student1931@example.com,Brazil,2.31,55.6,64.05,84.37,D
Student_1932,student1932@example.com,Brazil,9.11,55.62,82.69,49.71,D
Student_1933,student1933@example.com,Germany,8.83,70.77,67.25,74.75,A
Student_1934,student1934@example.com,India,8.47,53.49,87.53,60.42,D
Student_1935,student1935@example.com,Australia,5.66,70.72,57.46,48.57,A
Student_1936,student1936@example.com,India,7.03,84.94,86.01,59.59,C
Student_1937,student1937@example.com,Brazil,4.39,59.06,59.71,53.06,C
Student_1938,student1938@example.com,India,1.47,39.79,57.04,42.44,C
Student_1939,student1939@example.com,Canada,1.61,92.77,74.97,68.94,D
Student_1940,student1940@example.com,USA,7.01,42.65,56.56,88.01,B
Student_1941,student1941@example.com,Australia,6.72,91.76,73.93,99.79,C
Student_1942,student1942@example.com,USA,3.12,39.32,60.98,57.41,D
Student_1943,student1943@example.com,UK,7.98,43.29,57.14,97.63,C
Student_1944,student1944@example.com,UK,8.3,77.06,98.92,42.07,D
Student_1945,student1945@example.com,India,4.43,51.59,60.23,60.67,B
Student_1946,student1946@example.com,Australia,6.89,52.48,88.28,98.23,C
Student_1947,student1947@example.com,Canada,2.74,94.68,74.14,62.87,B
Student_1948,student1948@example.com,Japan,6.58,95.2,51.78,76.79,C
Student_1949,student1949@example.com,Australia,3.99,42.75,61.56,61.48,A
Student_1950,student1950@example.com,Japan,3.25,57.1,68.8,71.82,C
Student_1951,student1951@example.com,Brazil,7.12,98.07,64.59,64.96,C
Student_1952,student1952@example.com,Brazil,6.41,57.13,86.55,73.08,C
Student_1953,student1953@example.com,Australia,5.45,76.58,79.24,97.27,B
Student_1954,student1954@example.com,Germany,7.46,85.72,54.77,90.2,D
Student_1955,student1955@example.com,India,1.09,97.72,50.5,82.04,B
Student_1956,student1956@example.com,Japan,2.03,34.24,74.1,97.35,D
Student_1957,student1957@example.com,Germany,8.69,55.33,83.56,86.84,D
Student_1958,student1958@example.com,USA,6.86,45.08,75.19,83.28,B
Student_1959,student1959@example.com,Japan,2.79,33.15,53.86,80.96,C
Student_1960,student1960@example.com,Australia,6.86,80.18,82.09,62.5,C
Student_1961,student1961@example.com,UK,6.94,68.03,88.33,88.14,D
Student_1962,student1962@example.com,Japan,1.99,53.17,74.97,87.14,C
Student_1963,student1963@example.com,Japan,4.35,32.46,74.71,64.24,D
Student_1964,student1964@example.com,Brazil,8.69,79.32,50.56,62.45,C
Student_1965,student1965@example.com,USA,6.19,41.29,98.13,73.98,A
Student_1966,student1966@example.com,Japan,3.09,56.64,68.51,66.8,D
Student_1967,student1967@example.com,Germany,4.89,72.23,61.05,69.81,D
Student_1968,student1968@example.com,Brazil,3.29,58.13,62.43,93.52,B
Student_1969,student1969@example.com,Brazil,9.17,36.87,87.72,94.94,C
Student_1970,student1970@example.com,Canada,6.46,55.73,74.42,44.68,B
Student_1971,student1971@example.com,USA,1.48,94.06,99.81,49.06,B
Student_1972,student1972@example.com,India,6.49,43.77,60.88,67.43,B
Student_1973,student1973@example.com,Australia,5.36,93.22,99.44,56.92,C
Student_1974,student1974@example.com,Japan,6.69,72.91,84.82,86.63,C
Student_1975,student1975@example.com,Brazil,6.96,76.14,52.05,49.85,D
Student_1976,student1976@example.com,Germany,4.16,36.31,96.9,98.82,D
Student_1977,student1977@example.com,Brazil,9.06,92.05,72.78,68.85,D
Student_1978,student1978@example.com,Australia,6.71,55.29,93.14,95.87,B
Student_1979,student1979@example.com,Australia,3.92,69.84,73.12,75.44,D
Student_1980,student1980@example.com,Australia,3.56,75.66,95.57,83.62,B
Student_1981,student1981@example.com,Japan,5.19,30.34,83.87,94.48,B
Student_1982,student1982@example.com,Australia,2.58,70.12,94.22,81.24,A
Student_1983,student1983@example.com,Canada,4.19,79.92,51.12,62.13,B
Student_1984,student1984@example.com,Japan,5.08,89.63,74.46,95.82,B
Student_1985,student1985@example.com,UK,5.88,40.45,65.85,53.43,B
Student_1986,student1986@example.com,Germany,8.57,32.27,95.51,87.74,D
Student_1987,student1987@example.com,Canada,6.39,98.47,52.68,51.93,C
Student_1988,student1988@example.com,India,4.87,76.79,73.16,92.28,A
Student_1989,student1989@example.com,Japan,5.85,40.89,57.83,45.41,C
Student_1990,student1990@example.com,Japan,1.66,85.99,74.99,91.24,A
Student_1991,student1991@example.com,Brazil,2.02,80.6,75.31,72.92,A
Student_1992,student1992@example.com,Brazil,4.9,55.3,77.18,62.33,C
Student_1993,student1993@example.com,India,9.95,73.47,73.66,50.52,B
Student_1994,student1994@example.com,USA,6.6,49.37,62.44,80.17,C
Student_1995,student1995@example.com,UK,2.71,71.18,59.18,41.48,B
Student_1996,student1996@example.com,UK,6.66,81.91,84.19,71.12,D
Student_1997,student1997@example.com,India,8.79,30.51,86.1,78.75,D
Student_1998,student1998@example.com,USA,4.35,35.72,69.31,93.74,A
Student_1999,student1999@example.com,Canada,8.23,96.15,55.28,88.32,A
Student_2000,student2000@example.com,Germany,3.89,57.64,58.56,60.39,A
Student_2001,student2001@example.com,India,5.11,39.73,51.14,55.25,A
Student_2002,student2002@example.com,UK,5.07,47.53,90.85,74.0,D
Student_2003,student2003@example.com,Germany,9.25,50.81,78.39,52.93,C
Student_2004,student2004@example.com,UK,8.74,36.35,82.34,73.4,B
Student_2005,student2005@example.com,Japan,1.21,61.11,77.12,65.3,D
Student_2006,student2006@example.com,Germany,6.81,98.41,59.49,87.66,C
Student_2007,student2007@example.com,Japan,1.13,90.96,66.35,84.73,A
Student_2008,student2008@example.com,Brazil,9.55,70.55,81.1,95.7,A
Student_2009,student2009@example.com,UK,2.53,40.83,70.44,94.28,D
Student_2010,student2010@example.com,Germany,7.93,84.8,56.96,63.26,B
Student_2011,student2011@example.com,Brazil,9.76,75.55,64.89,64.98,B
Student_2012,student2012@example.com,UK,5.7,72.9,88.4,92.22,C
Student_2013,student2013@example.com,Germany,9.71,56.22,80.39,45.88,B
Student_2014,student2014@example.com,Canada,7.99,96.39,77.01,49.27,A
Student_2015,student2015@example.com,Germany,4.41,91.13,77.18,52.1,B
Student_2016,student2016@example.com,Germany,2.95,37.36,72.04,42.98,A
Student_2017,student2017@example.com,India,3.89,82.5,79.5,73.15,B
Student_2018,student2018@example.com,Canada,4.34,74.53,73.27,61.95,B
Student_2019,student2019@example.com,Germany,8.34,49.19,56.01,97.89,C
Student_2020,student2020@example.com,Japan,1.34,72.36,92.92,55.03,C
Student_2021,student2021@example.com,USA,9.71,73.85,67.63,75.66,A
Student_2022,student2022@example.com,UK,5.64,78.3,89.16,98.39,B
Student_2023,student2023@example.com,Australia,1.28,35.63,62.31,54.02,D
Student_2024,student2024@example.com,USA,7.57,43.56,72.21,62.93,C
Student_2025,student2025@example.com,Canada,10.0,33.12,91.92,89.67,B
Student_2026,student2026@example.com,Canada,6.84,32.26,99.74,77.52,D
Student_2027,student2027@example.com,USA,4.95,48.9,83.52,45.63,A
Student_2028,student2028@example.com,Japan,7.26,56.33,93.9,51.07,A
Student_2029,student2029@example.com,Brazil,2.88,32.58,65.04,93.4,A
Student_2030,student2030@example.com,UK,8.12,86.36,92.14,97.14,D
Student_2031,student2031@example.com,USA,1.49,97.36,74.28,95.66,A
Student_2032,student2032@example.com,Germany,1.23,62.21,63.33,71.83,A
Student_2033,student2033@example.com,Brazil,6.73,58.1,64.72,64.1,B
Student_2034,student2034@example.com,Germany,6.4,86.31,62.84,80.68,B
Student_2035,student2035@example.com,UK,3.15,73.1,50.05,92.94,D
Student_2036,student2036@example.com,Brazil,9.81,64.35,82.16,98.64,C
Student_2037,student2037@example.com,Canada,5.21,59.7,63.68,83.94,D
Student_2038,student2038@example.com,Brazil,2.08,55.9,52.23,96.16,D
Student_2039,student2039@example.com,USA,9.39,52.8,72.08,63.86,D
Student_2040,student2040@example.com,USA,7.03,53.2,52.44,67.87,C
Student_2041,student2041@example.com,Japan,6.85,83.8,79.46,69.43,C
Student_2042,student2042@example.com,UK,7.89,99.99,52.52,73.34,A
Student_2043,student2043@example.com,India,7.77,31.1,95.14,91.3,C
Student_2044,student2044@example.com,Brazil,2.66,73.49,50.5,64.93,C
Student_2045,student2045@example.com,India,6.17,40.8,75.32,94.78,A
Student_2046,student2046@example.com,Japan,9.88,55.73,94.09,97.9,C
Student_2047,student2047@example.com,UK,8.81,72.52,64.57,94.99,D
Student_2048,student2048@example.com,Brazil,6.35,52.88,87.71,52.86,B
Student_2049,student2049@example.com,Germany,2.94,58.18,74.13,70.65,D
Student_2050,student2050@example.com,Japan,6.14,93.6,52.86,50.7,A
Student_2051,student2051@example.com,USA,7.03,99.65,87.46,75.62,D
Student_2052,student2052@example.com,Brazil,6.44,55.13,77.78,99.01,B
Student_2053,student2053@example.com,USA,4.43,94.59,81.55,62.9,C
Student_2054,student2054@example.com,Australia,7.4,60.3,90.59,45.14,A
Student_2055,student2055@example.com,Brazil,5.66,77.29,51.6,50.69,B
Student_2056,student2056@example.com,Germany,9.39,54.39,90.99,95.48,C
Student_2057,student2057@example.com,Japan,9.46,83.08,96.97,77.29,B
Student_2058,student2058@example.com,USA,6.19,48.29,74.73,54.06,A
Student_2059,student2059@example.com,Australia,1.5,61.95,69.91,87.2,C
Student_2060,student2060@example.com,India,1.34,63.34,69.17,56.73,B
Student_2061,student2061@example.com,Australia,4.77,89.29,69.25,46.08,B
Student_2062,student2062@example.com,Japan,7.7,67.44,57.71,78.39,A
Student_2063,student2063@example.com,India,1.1,95.99,60.17,57.41,C
Student_2064,student2064@example.com,Japan,2.97,59.27,75.91,76.44,B
Student_2065,student2065@example.com,UK,6.39,81.7,53.42,70.46,D
Student_2066,student2066@example.com,Canada,1.27,82.16,60.3,90.56,D
Student_2067,student2067@example.com,USA,9.42,51.98,53.13,80.98,A
Student_2068,student2068@example.com,Brazil,3.84,88.7,73.02,80.75,C
Student_2069,student2069@example.com,Japan,2.23,61.64,67.1,52.18,C
Student_2070,student2070@example.com,Japan,1.01,33.44,63.34,88.63,A
Student_2071,student2071@example.com,UK,2.02,53.13,54.42,96.3,C
Student_2072,student2072@example.com,India,2.17,36.56,60.94,79.44,D
Student_2073,student2073@example.com,India,3.75,93.28,65.4,45.8,B
Student_2074,student2074@example.com,India,1.86,59.26,98.24,80.52,A
Student_2075,student2075@example.com,UK,3.72,31.85,87.0,60.32,B
Student_2076,student2076@example.com,Canada,5.42,56.42,59.44,49.92,A
Student_2077,student2077@example.com,Canada,9.02,59.26,61.56,99.59,C
Student_2078,student2078@example.com,UK,7.48,38.98,52.49,81.92,A
Student_2079,student2079@example.com,UK,6.14,60.57,57.31,69.46,B
Student_2080,student2080@example.com,India,7.53,66.4,60.21,50.74,C
Student_2081,student2081@example.com,Brazil,2.64,72.27,81.15,75.12,D
Student_2082,student2082@example.com,UK,6.87,50.48,80.5,66.32,B
Student_2083,student2083@example.com,Canada,1.32,51.05,68.33,48.09,B
Student_2084,student2084@example.com,Germany,3.94,50.66,71.07,64.28,C
Student_2085,student2085@example.com,USA,5.06,36.72,65.99,71.92,A
Student_2086,student2086@example.com,Germany,7.63,40.6,52.12,98.02,C
Student_2087,student2087@example.com,India,1.05,63.49,54.63,57.45,B
Student_2088,student2088@example.com,UK,4.74,35.08,65.45,58.2,C
Student_2089,student2089@example.com,Japan,3.46,96.77,66.11,45.16,C
Student_2090,student2090@example.com,India,7.47,36.61,64.62,47.83,D
Student_2091,student2091@example.com,USA,3.4,53.07,91.36,64.1,C
Student_2092,student2092@example.com,Australia,7.89,37.87,60.51,66.28,A
Student_2093,student2093@example.com,UK,7.06,72.13,87.05,85.82,D
Student_2094,student2094@example.com,USA,5.51,97.26,77.59,79.94,D
Student_2095,student2095@example.com,Canada,9.92,48.11,51.87,46.34,D
Student_2096,student2096@example.com,India,6.9,86.3,51.15,95.45,D
Student_2097,student2097@example.com,UK,8.4,70.69,99.44,55.89,D
Student_2098,student2098@example.com,USA,6.58,41.04,79.63,54.28,A
Student_2099,student2099@example.com,Brazil,2.69,42.92,96.39,90.24,D
Student_2100,student2100@example.com,Germany,5.54,69.53,96.33,56.73,D
Student_2101,student2101@example.com,Canada,8.79,65.66,79.77,48.17,C
Student_2102,student2102@example.com,UK,1.68,99.35,76.63,44.6,A
Student_2103,student2103@example.com,UK,4.85,84.35,57.99,57.15,D
Student_2104,student2104@example.com,India,4.19,43.37,97.17,46.73,B
Student_2105,student2105@example.com,India,5.66,51.71,91.16,84.35,B
Student_2106,student2106@example.com,Canada,8.76,88.24,75.13,75.91,B
Student_2107,student2107@example.com,UK,2.74,71.99,64.16,73.3,C
Student_2108,student2108@example.com,UK,5.27,54.47,75.62,74.75,D
Student_2109,student2109@example.com,UK,3.89,48.76,77.15,68.58,D
Student_2110,student2110@example.com,India,9.1,70.88,73.07,71.12,A
Student_2111,student2111@example.com,India,5.33,47.8,53.81,65.87,D
Student_2112,student2112@example.com,Australia,3.29,93.75,90.84,82.77,B
Student_2113,student2113@example.com,USA,5.86,96.68,84.35,57.18,D
Student_2114,student2114@example.com,India,6.88,35.5,76.99,84.89,A
Student_2115,student2115@example.com,India,2.15,77.93,92.31,53.22,A
Student_2116,student2116@example.com,USA,9.97,66.07,81.74,67.32,D
Student_2117,student2117@example.com,Germany,3.94,30.14,51.97,80.95,B
Student_2118,student2118@example.com,Brazil,6.11,71.62,72.17,81.84,C
Student_2119,student2119@example.com,UK,3.46,95.64,54.28,43.13,D
Student_2120,student2120@example.com,USA,2.28,95.69,88.27,53.12,D
Student_2121,student2121@example.com,India,2.24,61.74,78.66,43.54,C
Student_2122,student2122@example.com,Canada,3.7,76.66,79.26,77.97,C
Student_2123,student2123@example.com,Germany,2.98,91.52,71.71,92.4,D
Student_2124,student2124@example.com,Japan,2.02,49.36,81.14,92.9,A
Student_2125,student2125@example.com,Australia,5.85,62.37,86.44,88.5,D
Student_2126,student2126@example.com,Australia,7.87,55.83,58.19,57.02,C
Student_2127,student2127@example.com,USA,8.57,91.85,67.16,79.15,D
Student_2128,student2128@example.com,Japan,7.07,53.56,76.55,95.37,B
Student_2129,student2129@example.com,USA,8.01,87.44,60.49,72.92,C
Student_2130,student2130@example.com,Brazil,7.62,58.15,54.17,61.93,A
Student_2131,student2131@example.com,USA,7.6,96.73,56.75,96.94,D
Student_2132,student2132@example.com,Brazil,4.98,84.54,71.37,95.98,A
Student_2133,student2133@example.com,Japan,3.72,96.88,55.36,49.96,C
Student_2134,student2134@example.com,USA,9.49,89.32,50.87,83.78,D
Student_2135,student2135@example.com,USA,8.43,31.78,66.26,77.66,C
Student_2136,student2136@example.com,Brazil,5.66,37.36,71.64,66.78,C
Student_2137,student2137@example.com,USA,9.92,62.11,76.43,69.21,A
Student_2138,student2138@example.com,Canada,2.28,59.22,55.61,54.72,A
Student_2139,student2139@example.com,USA,2.42,39.15,85.71,42.59,D
